,Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
214107,24.66.118,False,False,False,345373,,Drawings and Prints,1924,Book,"Catalogue of a Choice Collection of Fine Line Engravings, Ancient and Modern, Comprising a Great Variety, Including Many by the Old Masters, That are Very Scarce, and a Collection by Modern Englihs, French and German Artist, &c. to be sold at auction... Dec. 12th & 13th, 1865",,,,,,7739,Publisher, ,"Bangs, Merwin & Co.","New York, NY", ,"Bangs, Merwin & Co.",American,1860      ,1880      ,,,,"December 12–13, 1865",1865,1865,"Letterpress, no illustrations",8 9/16 × 5 1/2 in. (21.8 × 14 cm),"Harris Brisbane Dick Fund, 1924",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/345373,,,"Metropolitan Museum of Art, New York, NY",,,
214109,24.66.117,False,False,False,345375,,Drawings and Prints,1924,Book,"Catalogue of a Collection of Old Engravings by Celebrated Masters to be sold at Auction by Bangs, Merwin & Co., on Saturday Evening, December 17, 1864",,,,,,7739818917,Publisher|Printer, | ,"Bangs, Merwin & Co.|C. C. Shelley, New York","New York, NY| ", | ,"Bangs, Merwin & Co.|Shelley, C. C.",American|American,1860      |1860      ,1880      |1870      ,|,|,|,"December 17, 1864",1864,1864,"Letterpress, no illustrations",8 11/16 × 5 11/16 in. (22 × 14.5 cm),"Harris Brisbane Dick Fund, 1924",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/345375,,,"Metropolitan Museum of Art, New York, NY",,,
214111,24.66.120,False,False,False,345377,,Drawings and Prints,1924,Book,"Catalogue of Lithographs, Etchings, Portraits, and Engravings by and after the Great Masters–Rembrandt, Bergham, Rubens, Titian, Vernet, Raphael, Claude Lorraine, Carache, Paul Veronese, De Vincie, Landseer &c., Also a Number of Rare Prints, Interesting to Collectors of America, to be sold at auction...Dec. 28, 1870",,,,,,7739,Publisher, ,"Bangs, Merwin & Co.","New York, NY", ,"Bangs, Merwin & Co.",American,1860      ,1880      ,,,,"December 31, 1870",1870,1870,"Letterpress, no illustrations",8 9/16 × 5 7/16 in. (21.8 × 13.8 cm),"Harris Brisbane Dick Fund, 1924",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/345377,,,"Metropolitan Museum of Art, New York, NY",,,
214112,24.66.119,False,False,False,345378,,Drawings and Prints,1924,Book,"Catalogue of a Large and Varied Collection of Engravings, Comprising Works after the Old Masters; Etchings by Rembrandt and others; Pencil and Water-Color Drawings; also a very large number of American and Foreign Portraits, to be sold at auction on...February 7th, 8th, and 9th, 1865",,,,,,7739,Publisher, ,"Bangs, Merwin & Co.","New York, NY", ,"Bangs, Merwin & Co.",American,1860      ,1880      ,,,,"February 7–9, 1866",1866,1866,"Letterpress, no illustrations",8 3/4 × 5 5/8 in. (22.2 × 14.3 cm),"Harris Brisbane Dick Fund, 1924",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/345378,,,"Metropolitan Museum of Art, New York, NY",,,
214150,33.39.101,False,False,False,345416,,Drawings and Prints,1933,Book,"Incidents in American History: Being a Selection of the Most Important and Interesting Events whch have transpired since the Discovery of America, to the Present Time. Third Edition.",,,,,,162834774191626911616059473,Author|Publisher|Sitter|Illustrator|Binder, | | | | ,John Warner Barber|George F. Cooledge & Brother|George Washington|Alexander Anderson|Colton & Jenkins,"American, Windsor, Connecticut 1798–1885 New Haven, Connecticut|New York, NY|American, 1732–1799|American, New York 1775–1870 Jersey City, New Jersey|New York, NY", | | | | ,"Barber, John Warner|Cooledge, George F., & Brother|Washington, George|Anderson, Alexander|Colton & Jenkins",American|American|American|American|American,1798      |1800      |1732      |1775      |1800      ,1885      |1900      |1799      |1870      |1900      ,||||,http://vocab.getty.edu/page/ulan/500006021||http://vocab.getty.edu/page/ulan/500126198|http://vocab.getty.edu/page/ulan/500117542|,https://www.wikidata.org/wiki/Q6263080||https://www.wikidata.org/wiki/Q23|https://www.wikidata.org/wiki/Q2680375|,1847,1847,1847,Illustrations: wood engraving,7 1/2 x 4 15/16 in. (19 x 12.5 cm),"Gift of Mrs. Frederic F. Durand, 1933",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/345416,,,"Metropolitan Museum of Art, New York, NY",,,
214173,44.39.7,False,False,False,345439,,Drawings and Prints,1944,Book,Macramé Lace Book,,,,,,7743,Publisher, ,Barbour Brothers,"New York, NY", ,Barbour Brothers,American,1800      ,1900      ,,,,1881,1881,1881,Illustrations: photomechanical,7 7/8 x 5 11/16 x 1/4 in. (20 x 14.5 x 0.6 cm),"Harris Brisbane Dick Fund, 1944",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/345439,,,"Metropolitan Museum of Art, New York, NY",,,
214271,63.568.33,False,False,False,345539,,Drawings and Prints,1963,Book ; Ornament and architecture,Barn Plans and Outbuildings,,,,,,7682,Publisher, ,Orange Judd and Co.,"New York, NY", ,"Judd, Orange, and Co.",American,1850      ,1950      ,,,,1899,1899,1899,Illustrations: transfer lithographs,7 1/2 × 5 1/16 × 11/16 in. (19 × 12.8 × 1.7 cm),"Gift of Lincoln Kirstein, 1963",,New York,,,,,,,,,,Books|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/345539,,,"Metropolitan Museum of Art, New York, NY",,,
214275,1979.571.4,False,False,False,345543,,Drawings and Prints,1979,Book,"Handbook of Foliage and Foreground Drawing, third edition",,,,,,699137746,Publisher|Illustrator, | ,"George Routledge & Sons, London|George Barnard"," |British, London 1807–1890 London", | ,"Routledge, George & Sons|Barnard, George",British|British,1800      |1807      ,1920      |1890      ,|,|,|,1876,1876,1876,Illustrations: lithographs,7 3/4 × 5 1/2 × 1 in. (19.7 × 14 × 2.5 cm),"Gift of Lincoln Kirstein, 1979",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/345543,,,"Metropolitan Museum of Art, New York, NY",,,
214278,1970.565.189,False,False,False,345546,,Drawings and Prints,1970,Book ; Ornament and architecture,School Architecture or Contributions to the Improvement of School-Houses in the United States,,,,,,774667746,Publisher|Author, | ,Charles B. Norton|Henry Barnard,"New York, NY|American, 1811–1900", | ,"Norton, Charles B.|Barnard, Henry",American|American,1800      |1811      ,1900      |1900      ,|,|,|,1854,1854,1854,Illustrations: wood engraving,9 1/16 × 5 7/8 × 5 3/16 in. (23 × 15 × 13.2 cm),"Gift of Lincoln Kirstein, 1970",,New York,,,,,,,,,,Books|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/345546,,,"Metropolitan Museum of Art, New York, NY",,,
214285,61.592.2,False,False,False,345553,,Drawings and Prints,1961,Book,"Chairs, Furniture, and Desks",,,,,,7747,Author, ,Ambrose E. Barnes & Brother,"New York, NY", ,"Barnes, Ambrose E., & Brother",American,1850      ,1950      ,,,,1891,1891,1891,Illustrations: wood engraving,9 3/16 x 11 13/16 in. (23.3 x 30 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1961",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/345553,,,"Metropolitan Museum of Art, New York, NY",,,
214308,1985.1006,False,False,False,345576,,Drawings and Prints,1985,Book,Washington Seamless Wilton Rugs,,,,,,7749,Author, ,"The Barrymore Seamless Wiltons, Inc.","New York, NY", ,"Barrymore Seamless Wiltons, Inc.",American,1900      ,2000      ,,,,first half 20th century,1900,1950,Illustrations: lithographs,8 7/16 x 6 1/2 in. (21.5 x 16.5 cm),"Purchase, Gift of Jefferson R. Burdick, 1985",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/345576,,,"Metropolitan Museum of Art, New York, NY",,,
214315,52.574.17,False,False,False,345583,,Drawings and Prints,1952,Book,"Catalogue B. . .of High Class Jewelry, importer of Precious Stones",,,,,,7749,Author, ,William Bartham,"New York, NY", ,"Bartham, William",American,1850      ,1900      ,,,,after 1873,1873,1890,Illustrations: engravings and photomechanical reproductions,10 11/16 × 13 7/8 × 1/8 in. (27.2 × 35.2 × 0.3 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1952",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/345583,,,"Metropolitan Museum of Art, New York, NY",,,
214316,54.524.82(1-5),False,False,False,345584,,Drawings and Prints,1954,Book,Bartholomew's New Series Drawing Books,,,,,,774997750,Artist|Publisher,Written and ilustrated by| ,"William Nelson Bartholomew|Woolworth, Ainsworth & Co.","American, active 1854–72|New York, NY", | ,"Bartholomew, William Nelson|Woolworth, Ainsworth & Co.",American|American,1850      |1820      ,1880      |1920      ,|,|,|,1868–72,1868,1872,Illustrations: lithographs,each pamphlet: 7 1/8 x 10 3/4 in. (18.1 x 27.3 cm),"Harris Brisbane Dick Fund, 1954",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/345584,,,"Metropolitan Museum of Art, New York, NY",,,
214356,54.638.1,False,False,False,345624,,Drawings and Prints,1954,Book,"Crockery, China, Glassware, and Kerosene Goods",,,,,,7752,Author, ,George F. Bassett & Co.,"New York, NY", ,"Bassett, George F., & Co.",American,1880      ,1920      ,,,,late 19th century,1870,1900,Illustrations: wood engraving,9 1/4 x 11 13/16 in. (23.5 x 30 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1954",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/345624,,,"Metropolitan Museum of Art, New York, NY",,,
214363,1984.1093,False,False,False,345631,,Drawings and Prints,1984,Book,The Statue of Liberty Takes a Dive,,,,,,7752,Artist and publisher, ,Yani Batteau,"American, 20th century", ,"Batteau, Yani",American,1950      ,2050      ,Female,,,1983,1983,1983,,,"Gift of David W. Kiehl, 1984",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/345631,,,"Metropolitan Museum of Art, New York, NY",,,
214390,52.599.9,False,False,False,345659,,Drawings and Prints,1952,Book,"The Complete House Furnishers, Section No. 3. Catalogue",,,,,,7755,Author, ,Ludwig Baumann & Co.,"New York, NY", ,"Baumann, Ludwig, & Co.",American,1850      ,1950      ,,,,1890–99,1890,1899,Illustrations: photomechanical process,9 3/16 x 7 5/16 in. (23.3 x 18.6 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1952",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/345659,,,"Metropolitan Museum of Art, New York, NY",,,
214465,1979.614,False,False,False,345735,,Drawings and Prints,1979,Book,Beard on Bread,,,,,,769347757,Publisher|Author, | ,Alfred A. Knopf|James Beard,"New York, NY|American, 1903–1985", | ,"Knopf, Alfred A.|Beard, James",American|American,1890      |1903      ,1985      |1985      ,|,|,|,1978,1978,1978,,,"Administrative Fund, 1979",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/345735,,,"Metropolitan Museum of Art, New York, NY",,,
214490,64.629.15,False,False,False,345760,,Drawings and Prints,1964,Book,Beauty and the Beast. Strong's New Nursery Tales,,,,,,7760,Engraver,Engraved and published by,Thomas W. Strong,New York, ,"Strong, Thomas W.",American,1850      ,1880      ,,,,[1850–70] (?),1850,1870,Illustrations: hand colored wood engravings,7 13/16 x 6 1/8 x 1/16 in. (19.8 x 15.6 x 0.2 cm),"Gift of Lincoln Kirstein, 1964",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/345760,,,"Metropolitan Museum of Art, New York, NY",,,
214499,65.593.5,False,False,False,345769,,Drawings and Prints,1965,Book,"Luncrustra-Walton. . .Shelves, fillings, friezes, ceilings, panels plaques, borders",,,,,,7761,Author, ,Frederick Beck and Co.,"New York, NY", ,"Beck, Frederick and Co.",American,1850      ,1900      ,,,,19th century,1800,1900,,,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1965",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/345769,,,"Metropolitan Museum of Art, New York, NY",,,
214500,60.571.8,False,False,False,345770,,Drawings and Prints,1960,Book,Lincrusta-Walton Designs,,,,,,7761,Author, ,Frederick Beck and Co.,"New York, NY", ,"Beck, Frederick and Co.",American,1850      ,1900      ,,,,1888,1888,1888,,,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1960",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/345770,,,"Metropolitan Museum of Art, New York, NY",,,
214532,33.42.13,False,False,False,345802,,Drawings and Prints,1933,Book,"Oriental Harems and Scenery, translated from the French",,,,,,776477764816145116475616185,Author|Publisher|Engraver|Illustrator|Artist, | |Frontispiece engraved by|Frontispiece drawn by|Frontispiece possibly designed after,Princess Cristina di Belgiojoso|Carleton|Samuel Putnam Avery Sr.|William John Hennessy|Asher Brown Durand,"Italian, 1808–1871|New York, NY|American, New York 1822–1904 New York|Irish, Thomastown, Kilkenny 1839–1917 Rudgwick, Sussex|American, Jefferson, New Jersey 1796–1886 Maplewood, New Jersey", | | | | ,"Belgiojoso, Cristina Princess di|Carleton|Avery, Samuel Putnam, Sr.|Hennessy, William John|Durand, Asher Brown",Italian|American|American|Irish|American,1808      |1800      |1822      |1839      |1796      ,1871      |1900      |1904      |1917      |1886      ,||||,||http://vocab.getty.edu/page/ulan/500313673|http://vocab.getty.edu/page/ulan/500010342|http://vocab.getty.edu/page/ulan/500026080,||https://www.wikidata.org/wiki/Q3819081|https://www.wikidata.org/wiki/Q2579174|https://www.wikidata.org/wiki/Q391608,1862,1862,1862,Illustrations: wood engraving and lithographs,7 1/2 × 5 5/16 in. (19 × 13.5 cm),"Gift of Mrs. Alfred G. Mayor, 1933",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/345802,,,"Metropolitan Museum of Art, New York, NY",,,
214621,60.515.5,False,False,False,345892,,Drawings and Prints,1960,Book,"Illustrated Catalogue & Price List of Settees, Chairs, Vases, Summer House, Crestings, Tree-Boxes",,,,,,7774,Author, ,Samuel S. Bent & Son,"Port Chester, New York", ,"Bent, Samuel S., & Son",American,1850      ,1950      ,,,,ca. 1890,1885,1895,Illustrations: photomechanical process,11 1/2 x 9 3/16 in. (29.2 x 23.4 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1960",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/345892,,,"Metropolitan Museum of Art, New York, NY",,,
214623,45.91.1,False,False,False,345894,,Drawings and Prints,1945,Book,Bentley's Catalogue of Novelties in Art Needlework 1884-1885,,,,,,7774,Author, ,Charles E. Bentley,"New York, NY", ,"Bentley, Charles E.",American,1800      ,1900      ,,,,1884,1884,1884,Illustrations: commercial process,11 5/8 x 8 7/8 in. (29.5 x 22.5 cm),"Gift of Bella C. Landauer, 1925",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/345894,,,"Metropolitan Museum of Art, New York, NY",,,
214667,46.26.2,False,False,False,345939,,Drawings and Prints,1946,Book,Catalogue of Hair Jewelry,,,,,,7778,Author, ,A. Bernhard & Co.,"New York, NY", ,"Bernhard, A. & Co.",American,1850      ,1900      ,,,,1870,1870,1870,Illustrations: wood engraving,9 1/16 × 11 7/16 × 9/16 in. (23 × 29 × 1.5 cm),"Harris Brisbane Dick Fund, 1946",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/345939,,,"Metropolitan Museum of Art, New York, NY",,,
214675,68.619.1,False,False,False,345947,,Drawings and Prints,1968,Book,Bean Spasms,,,,,,77795777961617137779,Author|Author|Illustrator|Publisher, | | | ,Ted Berrigan|Ron Padgett|Joe Brainard|Kulcher Press,"American, 20th century|American, 20th century|American, Salem, Arkansas 1942–1994 New York|New York, NY", | | | ,"Berrigan, Ted|Padgett, Ron|Brainard, Joe|Kulcher Press",American|American|American|American,1900      |1900      |1942      |1900      ,2000      |1999      |1994      |1999      ,|||,|http://vocab.getty.edu/page/ulan/500351583|http://vocab.getty.edu/page/ulan/500027180|,|https://www.wikidata.org/wiki/Q2165516|https://www.wikidata.org/wiki/Q1691342|,1967,1967,1967,"Illustrations: photoreproductions of drawings, photographs",10 1/16 x 7 1/2 in. (25.5 x 19 cm),"John B. Turner Fund, 1968",,New York,,,,,,,,,,Books,Copyright © by the Estate of Joe Brainard,http://www.metmuseum.org/art/collection/search/345947,,,"Metropolitan Museum of Art, New York, NY",,,
214677,67.840.3,False,False,False,345949,,Drawings and Prints,1967,Book,November Twenty Six Nineteen Hundred Sixty Three,,,,,,16494777801778029481416477,Illustrator|Author|Publisher|Printer|Subject of book, | | | | ,Ben Shahn|Wendell Berry|George Braziller|Meriden Gravure Co.|John Fitzgerald Kennedy,"American (born Lithuania), Kaunas 1898–1969 New York|American, born Henry County, Kentucky 1934|New York, NY|Meriden, Connecticut|American, Brookline, Massachusetts 1917–1963 Dallas, Texas", | | | | ,"Shahn, Ben|Berry, Wendell|Braziller, George|Meriden Gravure Co.|John Fitzgerald Kennedy","American, born Lithuania|American|American|American|American",1898      |1934      |1900      |1900      |1917      ,1969      |9999      |2050      |1999      |1963      ,||||,http://vocab.getty.edu/page/ulan/500005524|(not assigned)|||http://vocab.getty.edu/page/ulan/500262206,https://www.wikidata.org/wiki/Q695239|https://www.wikidata.org/wiki/Q533505|||https://www.wikidata.org/wiki/Q9696,1964,1964,1964,Illustrations: photoreproduction of original drawings and calligraphy,6 7/8 x 8 11/16 in. (17.5 x 22 cm),"Gift of A. Hyatt Mayor, 1967",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/345949,,,"Metropolitan Museum of Art, New York, NY",,,
214678,1990.1087.2,False,False,False,345950,,Drawings and Prints,1990,Book,Hiddeness,,,,,,778038502,Artist|Printmaker, | ,Mei-mei Berssenbrugge|The Library Fellows of the Whitney Museum of American Art,"American, born Beijing, 1947| ", | ,"Berssenbrugge, Mei-Mei|Library Fellows of the Whitney Museum of American Art","American, born China| ",1947      |          ,9999      |          ,Female|,http://vocab.getty.edu/page/ulan/500524828|,https://www.wikidata.org/wiki/Q6809914|,1987,1987,1987,,,"Gift of Reba and Dave Williams, 1990",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/345950,https://www.wikidata.org/wiki/Q96748804,,"Metropolitan Museum of Art, New York, NY",,,
214683,26.73,False,False,False,345955,,Drawings and Prints,1926,Book,Parisian sights and French Principles Seen Through American Spectacles,,,,,,16168116550,Illustrator|Publisher,Illustrated by|Published by,Charles-Albert Arnoux Bertall|Harper & Brothers,"French, Paris 1820–1882 Paris|American, New York", | ,"Bertall, Charles-Albert Arnoux|Harper & Brothers",French|American,1820      |1833      ,1882      |1962      ,|,http://vocab.getty.edu/page/ulan/500001672|http://vocab.getty.edu/page/ulan/500524493,https://www.wikidata.org/wiki/Q528753|https://www.wikidata.org/wiki/Q3127696,1856,1856,1856,,Overall: 7 5/8 x 5 3/16 x 1 1/16 in. (19.3 x 13.2 x 2.7 cm),"Gift of Ernest Knaufft, 1926",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/345955,,,"Metropolitan Museum of Art, New York, NY",,,
214728,53.657.9(1),False,False,False,346000,,Drawings and Prints,1953,Book,Special Illustrated Catalogue India Art Ware,,,,,,7787,Author, ,F. P. Bhumgara & Co.,"New York, NY", ,"Bhumgara, F. P., & Co.",American,1880      ,1950      ,,,,after 1889,1889,1900,Illustrations: lithographs,13 3/4 x 10 1/4 in. (35 x 26 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1953",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/346000,,,"Metropolitan Museum of Art, New York, NY",,,
214742,39.93,False,False,True,346014,,Drawings and Prints,1939,Book,The Illuminated Bible,,,,,,163340778931655068008,Designer|Engraver|Publisher|Engraver,After| | | ,John Gadsby Chapman|J. A. Adams|Harper & Brothers|John William Orr,"American, Alexandria, Virginia 1808–1889 New York|American, 19th century|American, New York|American (born, Ireland) 1815–1887 Jersey City, New Jersey", | | | ,"Chapman, John Gadsby|Adams, J. A.|Harper & Brothers|Orr, John William","American|American|American|American, born Ireland",1808      |1830      |1833      |1815      ,1889      |1860      |1962      |1887      ,|||,http://vocab.getty.edu/page/ulan/500012614||http://vocab.getty.edu/page/ulan/500524493|,https://www.wikidata.org/wiki/Q2659120||https://www.wikidata.org/wiki/Q3127696|,1846,1846,1846,Illustrations: engraving,13 9/16 x 9 13/16 in. (34.5 x 25 cm),"Harris Brisbane Dick Fund, 1939",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/346014,,,"Metropolitan Museum of Art, New York, NY",Soldiers|Girls|Men|Women|Jesus,http://vocab.getty.edu/page/aat/300185678|http://vocab.getty.edu/page/aat/300247581|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/ia/901000087,https://www.wikidata.org/wiki/Q4991371|https://www.wikidata.org/wiki/Q3031|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q302
214786,60.690.1,False,False,False,346059,,Drawings and Prints,1960,Book ; Ornament and architecture,"Bicknell's stables, out buildings, fences and miscellaneous details",,,,,,7718,Author, ,Amos Jackson Bicknell & Co.,"New York, NY", ,"Bicknell, Amos Jackson, & Co.",American,1860      ,1900      ,,,,1878,1878,1878,Illustrations: transfer lithographs,13 9/16 × 10 7/16 × 9/16 in. (34.5 × 26.5 × 1.4 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1960",,New York,,,,,,,,,,Books|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/346059,,,"Metropolitan Museum of Art, New York, NY",,,
214789,60.557.10,False,False,False,346062,,Drawings and Prints,1960,Book ; Ornament and architecture,Supplement to Bicknell's Village Builder,,,,,,7718,Author, ,Amos Jackson Bicknell & Co.,"New York, NY", ,"Bicknell, Amos Jackson, & Co.",American,1860      ,1900      ,,,,1871,1871,1871,Illustrations: transfer lithographs,13 9/16 × 10 1/2 × 1/2 in. (34.5 × 26.7 × 1.2 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1960",,New York,,,,,,,,,,Books|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/346062,,,"Metropolitan Museum of Art, New York, NY",,,
214790,60.557.14(1),False,False,False,346063,,Drawings and Prints,1960,Book ; Ornament and architecture,"Wooden and brick buildings with details of villas, cottages, farm houses, country seats",,,,,,7718,Author, ,Amos Jackson Bicknell & Co.,"New York, NY", ,"Bicknell, Amos Jackson, & Co.",American,1860      ,1900      ,,,,1875,1875,1875,Illustrations: transfer lithographs,13 3/4 × 10 5/8 × 13/16 in. (34.9 × 27 × 2 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1960",,New York,,,,,,,,,,Books|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/346063,,,"Metropolitan Museum of Art, New York, NY",,,
214910,62.619.10,False,False,False,346184,,Drawings and Prints,1962,Book,Price List and Catalogue for Fall and Winter,,,,,,16318,Author, ,Bloomingdale Brothers Inc.,"American, founded 1872", ,Bloomingdale Brothers Inc.,American,1872      ,9999      ,,http://vocab.getty.edu/page/ulan/500524269,,1890–91,1890,1891,Illustrations:in photomechanical printed catalogue,10 3/4 × 7 7/8 in. (27.3 × 20 cm),"Gift of Lincoln Kirstein, 1962",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/346184,,,"Metropolitan Museum of Art, New York, NY",,,
214912,41.102.4,False,False,False,346186,,Drawings and Prints,1941,Book,Blossoms of Childhood,,,,,,93529935309353,Publisher|Author|Engraver, | | ,"General Protestant Episcopal Sunday School Union, and Church Book Society|A Mother|Childs","New York, NY|American, 19th century|American, active mid-19th century", | | ,General Protestant Episcopal Sunday School Union|Mother|Childs,American|American|American,1800      |1820      |1830      ,1900      |1860      |1850      ,||,||,||,1840,1840,1840,Illustrations: wood engraving,6 x 4 x 1/2 in. (15.3 x 10.2 x 1.2 cm),"Anonymous Gift, 1941",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/346186,,,"Metropolitan Museum of Art, New York, NY",,,
214916,60.706.4(a-c),False,False,False,346191,,Drawings and Prints,1960,Book,Catalog No. 3 [of] Wrought Iron Mouldings,,,,,,7805,Author, ,J. Blum & Company,"New York, NY", ,"Blum, J., & Company",American,1880      ,1999      ,,,,1920–26,1920,1926,,,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1960",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/346191,,,"Metropolitan Museum of Art, New York, NY",,,
214984,48.41.8,False,False,False,346259,,Drawings and Prints,1948,Book,Le Bon Ton (Le Moniteur de la Mode),,,,,,7810,Publisher, ,S. T. Taylor,"New York, NY", ,"Taylor, S. T.",American,1850      ,1950      ,,,,April 1892,1892,1892,,,"Harris Brisbane Dick Fund, 1948",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/346259,,,"Metropolitan Museum of Art, New York, NY",,,
215250,33.42.15,False,False,False,346528,,Drawings and Prints,1933,Book,Sketching Rambles in Holland,,,,,,16631416156216550,Author|Illustrator|Publisher,Written and illustrated by| | ,George Henry Boughton|Edwin Austin Abbey|Harper & Brothers,"British, Norwich 1833–1905 London|American, Philadelphia, Pennsylvania 1852–1911 London|American, New York", | | ,"Boughton, George Henry|Abbey, Edwin Austin|Harper & Brothers",British|American|American,1833      |1852      |1833      ,1905      |1911      |1962      ,||,http://vocab.getty.edu/page/ulan/500006925|http://vocab.getty.edu/page/ulan/500010457|http://vocab.getty.edu/page/ulan/500524493,https://www.wikidata.org/wiki/Q2573180|https://www.wikidata.org/wiki/Q259538|https://www.wikidata.org/wiki/Q3127696,1885,1885,1885,"Illustrations: engraving, lithographs",9 7/16 x 7 1/16 in. (24 x 17.9 cm),"Gift of Mrs. Alfred G. Mayor, 1933",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/346528,,,"Metropolitan Museum of Art, New York, NY",,,
215252,60.507.4,False,False,False,346530,,Drawings and Prints,1960,Book,[Priced Catalogue of] Parquet Floors,,,,,,7825,Author, ,Boughton & Terwilliger,New York and Philadelphia, ,Boughton & Terwilliger,American,1850      ,1900      ,,,,1889,1889,1889,Illustrations: color lithographs,9 3/16 x 5 7/8 in. (23.3 x 15 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1960",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/346530,,,"Metropolitan Museum of Art, New York, NY",,,
215268,24.66.131,False,False,False,346546,,Drawings and Prints,1924,Book,A Catalogue of Engravings,,,,,,7826,Author, ,George Melksham Bourne,"American, active New York, first half 19th century", ,"Bourne, George Melksham",American,1800      ,1850      ,,,,1839,1839,1839,,,"Harris Brisbane Dick Fund, 1924",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/346546,,,"Metropolitan Museum of Art, New York, NY",,,
